吖	2514
阿	5212
啊	2515
锕	3111
錒	3411
嗄	2511
厑	1325
哎	2511
哀	4125
唉	2515
埃	1215
挨	1215
欸	5431
溾	4413
锿	3111
鎄	3411
啀	2511
捱	1211
皑	3251
凒	4125
嵦	2522
溰	4412
嘊	2512
敱	2521
敳	2521
皚	3251
癌	4134
毐	1215
昹	2511
娾	5311
嗳	2513
矮	3113
蔼	1224
躷	3251
噯	2513
濭	4411
藹	1224
譪	4111
霭	1452
靄	1452
艾	1223
伌	3213
爱	3443
砹	1325
硋	1325
隘	5243
嗌	2514
塧	1214
嫒	5313
愛	3443
碍	1325
叆	1154
暧	2511
瑷	1121
僾	3234
壒	1211
嬡	5313
懓	4423
薆	1223
懝	4423
曖	2511
璦	1121
賹	2511
餲	3445
鴱	1223
皧	3251
瞹	2511
馤	3123
礙	1325
譺	4111
鑀	3411
鱫	3525
靉	1452
安	4455
侒	3244
峖	2524
桉	1234
氨	3115
庵	4131
菴	1221
谙	4541
媕	5313
萻	1224
葊	1223
痷	4134
腤	3511
鹌	1342
蓭	1224
誝	4111
鞌	4455
鞍	1221
盦	3445
諳	4111
闇	5112
馣	3123
鮟	3525
盫	3412
鵪	1342
韽	3445
鶕	4143
玵	1121
啽	2513
雸	1452
垵	1214
俺	3213
唵	2511
埯	1211
铵	3111
隌	5241
揞	1214
晻	2511
罯	2522
銨	3411
犴	3531
岸	2521
按	1214
洝	4414
荌	1224
案	4455
胺	3511
豻	3443
堓	1212
婩	5312
暗	2511
貋	3443
儑	3225
錌	3411
黯	2543
肮	3511
骯	2554
岇	2523
昂	2511
昻	2511
枊	1234
盎	2513
醠	1253
凹	2525
坳	1215
垇	1212
柪	1234
軪	1251
爊	4334
敖	1121
厫	1311
隞	5211
嗷	2511
嗸	1121
嶅	1121
廒	4131
滶	4411
獒	1121
獓	3531
遨	1121
摮	1121
熬	1121
璈	1121
蔜	1221
磝	1325
翱	3251
聱	1121
螯	1121
翶	3251
謷	1121
翺	3251
鳌	1121
鏖	4135
鰲	1121
鷔	1121
鼇	1121
抝	1215
芺	1223
拗	1215
袄	4523
媪	5312
镺	1211
媼	5312
襖	4523
岙	3134
扷	1213
岰	2525
傲	3211
奡	1325
奥	3254
嫯	1121
慠	4421
骜	1121
奧	3253
澚	4413
墺	1213
嶴	3254
澳	4413
懊	4423
擙	1213
謸	4111
鏊	1121
驁	1121
八	3444
仈	3234
巴	5215
叭	2513
扒	1213
朳	1234
玐	1121
吧	2515
夿	1345
岜	2525
芭	1225
疤	4134
哵	2512
捌	1212
笆	3143
粑	4312
紦	5544
羓	4311
蚆	2512
釟	3411
豝	1353
鲃	3525
魞	3525
叐	3135
犮	1354
抜	1211
坺	1211
妭	5311
拔	1211
茇	1221
炦	4334
癹	5433
胈	3511
釛	3411
菝	1221
詙	4111
跋	2512
軷	1251
颰	3532
魃	3251
墢	1215
鼥	3215
把	1215
钯	3111
鈀	3411
靶	1221
坝	1212
弝	5155
爸	3434
垻	1212
罢	2522
跁	2512
鲅	3525
罷	2522
鮁	3525
覇	1252
矲	3113
霸	1452
壩	1211
灞	4411
欛	1234
挀	1213
掰	3113
白	3251
百	1325
佰	3213
柏	1234
栢	1234
捭	1213
竡	4143
粨	4312
絔	5544
摆	1212
擺	1212
襬	4523
呗	2512
庍	4133
拝	1211
败	2534
拜	3113
唄	2512
敗	2511
猈	3533
稗	3123
粺	4312
鞁	1221
薭	1223
贁	2511
韛	5212
兡	1225
瓸	1554
扳	1213
攽	3453
朌	3511
班	1121
般	3354
颁	3453
斑	1121
搬	1213
斒	4134
頒	3453
瘢	4134
螁	2512
螌	3354
褩	3354
癍	4134
辬	4143
阪	5233
坂	1213
岅	2523
昄	2511
板	1234
版	3215
瓪	1554
钣	3111
粄	4312
舨	3354
鈑	3411
蝂	2512
魬	3525
闆	2511
办	5344
半	4311
伴	3243
扮	1213
姅	5314
怑	4424
拌	1214
绊	5514
秚	3123
湴	4414
絆	5544
鉡	3411
靽	1221
辦	4143
瓣	4143
邦	1113
峀	2522
垹	1211
帮	1113
捠	1213
梆	1234
浜	4413
邫	1113
幇	1211
幚	1113
縍	5544
幫	1211
鞤	1211
绑	5511
綁	5544
榜	1234
牓	3215
膀	3511
玤	1121
蚌	2512
傍	3241
棒	1234
棓	1234
硥	1325
谤	4541
塝	1214
徬	3324
稖	3123
蒡	1224
蜯	2512
磅	1325
镑	3111
艕	3354
謗	4111
鎊	3411
勹	3555
包	3551
佨	3235
孢	5213
苞	1223
胞	3511
剝	5512
笣	3143
煲	3225
龅	2121
蕔	1221
褒	4132
闁	2511
襃	4135
齙	2121
窇	4453
嫑	1324
雹	1452
宝	4451
怉	4423
饱	3553
保	3225
鸨	3512
珤	1121
堡	3225
堢	1213
媬	5313
葆	1223
寚	4451
飹	3445
飽	3445
褓	4523
駂	3512
鳵	5123
緥	5544
鴇	3512
賲	3225
藵	1223
寳	4451
寶	4451
靌	1452
勽	3534
报	1215
抱	1213
豹	3443
趵	2512
铇	3111
菢	1221
袌	4135
報	1214
鉋	3411
鲍	3525
靤	1325
骲	2554
暴	2511
髱	1211
虣	1121
鮑	3525
儤	3225
曓	2511
爆	4334
忁	3322
鑤	3411
萡	1224
陂	5253
卑	3251
杯	1234
盃	1324
桮	1234
悲	2111
揹	1212
碑	1325
鹎	3251
藣	1222
鵯	3251
喺	2513
北	2113
鉳	3411
贝	2534
狈	3532
貝	2511
邶	2113
备	3542
昁	2511
牬	3121
苝	1222
背	2113
钡	3111
俻	3235
倍	3241
悖	4421
狽	3532
被	4523
偝	3221
偹	3223
梖	1234
珼	1121
鄁	2113
備	3212
僃	3212
惫	3542
焙	4334
琲	1121
軰	2113
辈	2111
愂	1245
碚	1325
禙	4524
蓓	1223
蛽	2512
犕	3121
褙	4523
誖	4111
骳	2554
輩	2111
鋇	3411
憊	3212
糒	4312
鞴	1221
鐾	5132
奔	1341
泍	4411
贲	1212
倴	3213
渀	4411
逩	1341
犇	3112
賁	1212
锛	3111
錛	3411
本	1234
苯	1221
奙	5413
畚	5413
楍	1234
坌	3453
捹	1211
桳	1234
笨	3143
撪	1215
獖	3531
輽	1251
伻	3214
祊	4524
奟	1343
崩	2523
绷	5513
絣	5544
閍	2511
嵭	2524
痭	4134
嘣	2512
綳	5544
繃	5544
甭	1324
埄	1213
埲	1211
菶	1221
琣	1121
琫	1121
鞛	1221
泵	1325
迸	4311
逬	3113
跰	2512
塴	1212
甏	1212
镚	3111
蹦	2512
鏰	3411
皀	3251
屄	5134
偪	3212
毴	3115
逼	1251
豍	1251
螕	2512
鲾	3525
鎞	3411
鵖	5115
鰏	3525
柲	1234
荸	1221
鼻	3251
嬶	5313
匕	3555
比	1535
夶	1341
朼	1234
佊	3253
吡	2511
妣	5311
沘	4411
疕	4134
彼	3325
柀	1234
秕	3123
俾	3232
笔	3143
粃	4312
粊	1535
舭	3354
啚	2511
筆	3143
鄙	2511
聛	1221
貏	3443
匂	3535
币	3252
必	4543
毕	1535
闭	4251
佖	3245
坒	1535
庇	4131
诐	4553
邲	4543
妼	5314
怭	4424
枈	1535
畀	2512
畁	2512
苾	1224
哔	2511
毖	1535
珌	1121
疪	4134
胇	3511
荜	1221
陛	5215
毙	1535
狴	3531
畢	2511
袐	4523
铋	3111
婢	5313
庳	4133
敝	4325
梐	1234
萆	1223
萞	1222
閇	2511
閉	2511
堛	1211
弻	5151
弼	5151
愊	4421
愎	4423
湢	4411
皕	1325
禆	4524
筚	3143
詖	4111
貱	2511
赑	2534
嗶	2512
彃	5152
楅	1234
滗	4413
滭	4412
煏	4334
痹	4134
痺	4134
腷	3511
蓖	1223
蓽	1222
蜌	2512
裨	4523
跸	2512
辟	5132
鉍	3411
閟	5112
飶	3445
幣	4325
弊	4325
熚	4334
獙	3534
碧	1121
稫	3123
箅	3143
箆	3143
綼	5544
蔽	1224
鄪	5153
馝	3123
幤	2432
潷	4413
獘	4325
罼	2522
襅	4523
駜	1211
髲	1211
壁	5132
嬖	5132
廦	4135
篦	3143
篳	3143
縪	5544
薜	1225
觱	1312
避	5132
鮅	3525
斃	4325
濞	4413
臂	5132
蹕	2512
鞞	1221
髀	2554
奰	2522
璧	5132
鄨	4325
饆	3445
繴	5132
襞	5132
襣	4523
鏎	3411
鞸	1221
韠	5212
躃	2512
躄	5132
魓	3251
贔	2511
鐴	3411
驆	1211
鷝	2511
鷩	4325
鼊	5132
边	5345
砭	1325
笾	3143
猵	3534
编	5514
萹	1224
煸	4334
牑	3215
甂	4513
箯	3143
編	5544
蝙	2512
獱	3534
邉	3251
鍽	3411
鳊	3525
邊	3251
鞭	1221
鯾	3525
鯿	3525
籩	3143
炞	4334
贬	2534
扁	4513
窆	4453
匾	1451
貶	2511
惼	4424
碥	1325
稨	3123
褊	4523
糄	4312
鴘	5413
藊	1223
卞	4124
弁	5413
忭	4424
抃	1214
汳	4413
汴	4414
苄	1224
釆	3431
峅	2525
拚	1215
便	3212
变	4122
変	4132
昪	2511
覍	2342
徧	3324
揙	1214
缏	5513
遍	4513
閞	2511
辡	4143
緶	5544
艑	3354
頨	5415
辧	4143
辨	4143
辩	4143
辪	2121
辫	4143
辮	4143
辯	4143
變	4111
灬	4444
杓	1234
彪	2153
标	1234
飑	3534
骉	5515
髟	1211
淲	4412
猋	1344
脿	3511
墂	1211
幖	2521
滮	4412
蔈	1221
颮	3532
骠	5511
標	1234
熛	4334
膘	3511
麃	4135
瘭	4134
镖	3111
飙	1344
飚	3534
儦	3241
颷	3532
瀌	4414
藨	1224
謤	4111
爂	3211
臕	3511
贆	2511
鏢	3411
穮	3123
镳	3111
飆	1344
飇	3532
飈	3532
飊	4334
驃	1211
鑣	3411
驫	1211
表	1121
婊	5311
裱	4523
諘	4111
褾	4523
錶	3411
檦	1234
俵	3211
摽	1211
鳔	3525
鰾	3525
憋	4325
鳖	4325
鱉	4325
鼈	4325
虌	1224
龞	2432
別	2515
别	2515
咇	2514
莂	1222
蛂	2512
徶	3324
襒	4523
蟞	4325
蹩	4325
瘪	4134
癟	4134
彆	4325
汃	4413
邠	3453
砏	1325
宾	4453
彬	1234
傧	3244
斌	4134
椕	1234
滨	4414
缤	5514
槟	1234
瑸	1121
豩	1353
賓	4451
賔	4455
镔	3111
儐	3244
濒	4412
濱	4414
濵	4414
虨	2153
豳	1353
璸	1121
瀕	4412
霦	1452
繽	5544
蠙	2512
鑌	3411
顮	4451
氞	3115
摈	1214
殡	1354
膑	3511
髩	1211
擯	1214
鬂	1211
殯	1354
臏	3511
髌	2554
鬓	1211
髕	2554
鬢	1211
冫	41  
仌	3434
氷	4253
冰	4125
兵	3212
栟	1234
掤	1213
梹	1234
鋲	3411
檳	1234
丙	1253
邴	1253
陃	5212
怲	4421
抦	1211
秉	3151
苪	1221
昞	2511
昺	2511
柄	1234
炳	4334
饼	3554
眪	2511
窉	4453
蛃	2512
棅	1234
禀	4125
鈵	3411
鉼	3411
鞆	1221
餅	3445
餠	3445
燷	4334
并	4311
並	4312
併	3243
幷	3113
垪	1214
庰	4134
倂	3231
栤	1234
病	4134
竝	4143
偋	3251
傡	3241
寎	4455
摒	1215
誁	4111
鮩	3525
靐	1452
癶	5433
拨	1215
波	4415
癷	5433
玻	1121
剥	5112
盋	1354
砵	1325
袚	4523
袯	4523
钵	3111
饽	3551
啵	2514
紴	5544
缽	3112
脖	3511
菠	1224
袰	5541
碆	4415
鉢	3411
僠	3234
嶓	2523
撥	1215
播	1213
餑	3445
磻	1325
蹳	2512
驋	1211
鱍	3525
仢	3235
伯	3232
孛	1245
犻	3531
驳	5513
帛	3251
泊	4413
狛	3533
瓝	3354
苩	1223
侼	3212
勃	1245
柭	1234
胉	3511
郣	1245
亳	4125
挬	1211
浡	4411
瓟	3354
秡	3123
钹	3111
铂	3111
桲	1234
淿	4413
舶	3354
博	1212
渤	4411
湐	4411
葧	1221
鹁	1245
愽	4421
搏	1211
猼	3531
鈸	3411
鉑	3411
馎	3551
鲌	3525
僰	1252
煿	4334
牔	3215
箔	3143
膊	3511
艊	3354
馛	3123
駁	1211
踣	2512
鋍	3411
镈	3111
壆	3211
薄	1224
馞	3123
駮	1211
鮊	3525
襏	4523
豰	1214
嚗	2512
懪	4422
礡	1325
簙	3143
鎛	3411
餺	3445
鵓	1245
犦	3121
髆	2554
髉	2554
欂	1234
襮	4523
礴	1325
鑮	3411
蚾	2512
跛	2512
箥	3143
簸	3143
孹	5132
擘	5132
檗	5132
糪	5132
譒	4111
蘗	1225
蔔	1223
峬	2521
庯	4131
逋	1251
钸	3111
晡	2511
鈽	3411
誧	4111
餔	3445
轐	1251
醭	1253
卜	2444
卟	2512
补	4523
哺	2511
捕	1211
補	4523
鳪	2432
獛	3532
鵏	1251
鸔	3251
不	1324
布	1325
佈	3213
吥	2511
步	2121
咘	2511
怖	4421
歨	2121
歩	2121
钚	3111
勏	4143
埗	1212
悑	4421
捗	1212
荹	1222
部	4143
埠	1213
瓿	4143
鈈	3411
廍	4134
蔀	1224
踄	2512
郶	4143
篰	3143
餢	3445
簿	3143
嚓	2514
擦	1214
攃	1211
礤	1325
礸	1325
遪	5454
囃	2514
偲	3225
猜	3531
才	1233
材	1234
财	2534
財	2511
戝	2511
裁	1214
纔	5544
采	3443
倸	3234
埰	1213
婇	5313
寀	4453
彩	3443
採	1213
睬	2511
跴	2512
綵	5544
踩	2512
菜	1223
棌	1234
蔡	1223
縩	5544
乲	4135
参	5413
參	5454
叄	5454
飡	4134
骖	5515
叅	5454
喰	2513
湌	4413
傪	3254
嬠	5312
餐	2135
驂	1211
残	1354
蚕	1134
惭	4421
殘	1354
慚	4421
蝅	1134
慙	1251
蠶	1535
蠺	1134
惨	4425
朁	1535
慘	4425
噆	2511
憯	4421
穇	3123
黪	2543
黲	2543
灿	4334
粲	2135
儏	3221
澯	4412
薒	1222
燦	4334
璨	1121
謲	4111
爘	4334
仓	3455
仺	3415
伧	3234
沧	4413
苍	1223
鸧	3455
倉	3445
舱	3354
傖	3234
凔	4134
嵢	2523
滄	4413
獊	3533
蒼	1223
濸	4411
艙	3354
螥	2512
罉	3112
鶬	3445
匨	1521
蔵	1221
藏	1221
欌	1234
鑶	3411
賶	2511
撡	1215
操	1212
糙	4312
曺	1251
曹	1251
嘈	2511
嶆	2521
漕	4411
蓸	1221
槽	1234
褿	4523
艚	3354
螬	2512
鏪	3411
艹	122 
艸	5235
草	1222
愺	4421
懆	4422
騲	1211
肏	3425
鄵	2512
襙	4523
鼜	1212
冊	2522
册	3535
侧	3225
厕	1325
恻	4422
拺	1211
测	4412
荝	1222
敇	1252
畟	2512
側	3225
厠	1325
笧	3143
粣	4312
萗	1224
廁	4132
惻	4422
測	4412
策	3143
萴	1222
筞	3143
筴	3143
蓛	1221
墄	1211
箣	3143
憡	4423
簎	3143
嵾	2525
膥	1123
岑	2523
梣	1234
涔	4412
笒	3143
噌	2514
层	5131
層	5134
嶒	2524
竲	4143
驓	1211
蹭	2512
硛	1325
硳	1325
岾	2522
猠	3532
乽	1213
叉	5444
扠	1215
扱	1213
芆	1225
杈	1234
肞	3511
臿	3123
挿	1213
訍	4111
偛	3231
嗏	2511
插	1213
揷	1213
馇	3551
銟	3411
锸	3111
艖	3354
疀	5552
鍤	3411
鎈	3411
餷	3445
秅	3123
垞	1214
查	1234
査	1234
茬	1221
茶	1223
嵖	2521
搽	1211
猹	3531
靫	1221
槎	1234
詧	3544
察	4453
碴	1325
褨	4523
檫	1234
衩	4523
蹅	2512
镲	3111
鑔	3411
奼	5313
汊	4415
岔	3453
侘	3244
诧	4544
剎	3412
姹	5314
差	4311
紁	5544
詫	4111
拆	1213
钗	3111
釵	3411
犲	3531
侪	3241
柴	2121
祡	2121
豺	3443
喍	2512
儕	3241
茝	1221
虿	1532
勑	1343
袃	1553
瘥	4134
蠆	1222
囆	2511
辿	2524
觇	2125
梴	1234
掺	1215
搀	1213
覘	2125
裧	4523
摻	1215
鋓	3411
幨	2523
襜	4523
攙	1213
婵	5314
谗	4535
孱	5135
棎	1234
湹	4411
禅	4524
馋	3553
嬋	5312
煘	4334
缠	5514
僝	3251
獑	3531
蝉	2512
蝊	2512
誗	4111
鋋	3411
儃	3241
廛	4132
潹	4411
潺	4415
緾	5544
磛	1251
禪	4524
毚	3525
鄽	4132
镡	3111
瀍	4414
蟬	2512
儳	3235
劖	3525
繵	5544
蟾	2512
酁	3525
嚵	2513
壥	1211
巉	2523
瀺	4413
欃	1234
纏	5544
纒	5544
躔	2512
镵	3111
艬	3354
讒	4111
鑱	3411
饞	3445
产	4143
刬	1153
旵	2511
丳	2512
浐	4414
剗	1534
谄	4535
產	4134
産	4143
铲	3111
阐	4254
蒇	1221
剷	4143
嵼	2524
摌	1214
滻	4414
幝	2522
蕆	1221
諂	4111
閳	2511
燀	4334
簅	3143
冁	4325
繟	5544
醦	1253
譂	4111
鏟	3411
闡	2511
囅	2512
灛	4412
讇	4111
忏	4423
硟	1325
摲	1211
懴	4421
颤	4125
懺	4423
羼	5134
韂	1221
顫	4125
伥	3231
昌	2511
倀	3212
娼	5312
淐	4412
猖	3532
菖	1222
阊	4252
晿	2511
椙	1234
琩	1121
裮	4523
锠	3111
錩	3411
閶	2511
鲳	3525
鯧	3525
鼚	1212
长	3154
仧	2113
兏	1321
肠	3511
苌	1223
長	1211
镸	1211
尝	2434
偿	3224
常	2434
徜	3322
瓺	1211
萇	1221
甞	2434
腸	3511
嘗	2434
塲	1213
嫦	5312
瑺	1121
膓	3511
鋿	3411
償	3224
嚐	2512
蟐	2512
鲿	3525
鏛	3411
鱨	3525
厂	1333
场	1215
昶	4553
惝	4422
場	1212
敞	2432
僘	3224
厰	1324
廠	4132
氅	2432
鋹	3411
怅	4423
玚	1121
畅	2511
倡	3225
鬯	3444
唱	2512
悵	4421
瑒	1121
暢	2511
畼	2512
誯	4111
韔	5212
抄	1212
弨	5155
怊	4425
欩	5325
钞	3111
訬	4111
焯	4334
超	1212
鈔	3411
繛	1121
牊	3215
晁	2511
巢	5552
巣	4432
朝	1225
鄛	5552
鼌	2511
漅	4415
嘲	2511
樔	1234
潮	4411
窲	4453
罺	2522
轈	1251
鼂	2511
謿	4111
吵	2512
炒	4334
眧	2511
煼	4334
麨	1234
巐	2524
仦	3223
仯	3223
耖	1112
觘	3535
车	1512
伡	3215
車	1251
俥	3212
砗	1325
唓	2511
莗	1221
硨	1325
蛼	2512
扯	1212
偖	3212
撦	1211
奲	1341
屮	522 
彻	3321
坼	1213
迠	2125
烢	4334
烲	1213
聅	1221
掣	3112
硩	1213
頙	1212
徹	3324
撤	1214
澈	4414
勶	3324
瞮	2511
爡	4334
抻	1212
郴	1234
棽	1234
琛	1121
嗔	2511
綝	5544
瞋	2511
諃	4111
賝	2511
謓	4111
尘	2341
臣	1251
忱	4424
沉	4414
辰	1311
陈	5215
迧	2511
茞	1221
宸	4451
烥	4334
莀	1221
莐	1224
陳	5212
敐	1311
晨	2511
訦	4111
谌	4512
軙	1251
愖	4421
揨	1214
鈂	3411
煁	4334
蔯	1225
塵	4135
樄	1234
瘎	4134
霃	1452
螴	5212
諶	4111
薼	1224
麎	4135
曟	2511
鷐	2511
趻	2512
硶	1325
碜	1325
墋	1215
夦	1221
磣	1325
踸	2512
贂	2511
闯	4255
衬	4523
疢	4134
称	3123
龀	2121
趁	1212
趂	1212
榇	1234
稱	3123
齓	2121
齔	2121
儭	3241
嚫	2514
谶	4534
櫬	1234
襯	4523
讖	4111
阷	5212
泟	4411
虰	2512
柽	1234
爯	3443
棦	1234
浾	4411
偁	3234
蛏	2512
铛	3111
牚	2434
琤	1121
赪	1213
憆	4422
摚	1212
靗	1121
撐	1212
撑	1212
緽	5544
橕	1234
瞠	2511
赬	1213
頳	1213
檉	1234
竀	4453
穪	3123
蟶	2512
鏳	3411
鏿	3411
饓	3445
鐺	3411
丞	5253
成	1355
朾	1234
呈	2511
承	5211
枨	1234
诚	4513
郕	1355
乗	3112
城	1211
娍	5311
宬	4451
峸	2521
洆	4415
荿	1221
乘	3122
埕	1212
挰	1212
珹	1121
脀	5253
掁	1211
珵	1121
窚	4453
脭	3511
铖	3111
堘	1214
惩	3321
棖	1234
椉	4135
程	3123
筬	3143
絾	5544
裎	4523
塍	2511
塖	1213
溗	4413
碀	1325
誠	4111
畻	2512
酲	1253
鋮	3411
憕	4425
澂	4412
澄	4415
橙	1234
檙	1234
鯎	3525
瀓	4413
懲	3322
騬	1211
侱	3225
徎	3322
悜	4422
逞	2511
骋	5512
庱	4131
睈	2511
騁	1211
秤	3123
吃	2513
妛	5221
杘	5131
侙	3211
哧	2511
彨	1254
胵	3511
蚩	5221
鸱	3515
瓻	3413
眵	2511
笞	3143
粚	4312
